,reviews,review_lower,review_nopunc,review_nostop,review_noother,cleaned_review,polarity,subjectivity
74,"For some reason, every time I order food here from either the app or the drive through, they always manage to get my order wrong. Today they gave me just the hotcakes without the sausage or  hashbrown...other times it's the egg white McMuffin with the  yolk. They don't totally mess up my order but it's enough to irritate  you. So make sure to thoroughly check your order if you should ever pick up food here.","for some reason, every time i order food here from either the app or the drive through, they always manage to get my order wrong. today they gave me just the hotcakes without the sausage or  hashbrown...other times it's the egg white mcmuffin with the  yolk. they don't totally mess up my order but it's enough to irritate  you. so make sure to thoroughly check your order if you should ever pick up food here.",for some reason every time i order food here from either the app or the drive through they always manage to get my order wrong today they gave me just the hotcakes without the sausage or  hashbrownother times its the egg white mcmuffin with the  yolk they dont totally mess up my order but its enough to irritate  you so make sure to thoroughly check your order if you should ever pick up food here,reason every time order food either app drive always manage get order wrong today gave hotcakes without sausage hashbrownother times egg white mcmuffin yolk dont totally mess order enough irritate make sure thoroughly check order ever pick food,reason every time order food either app drive always manage order wrong today gave hotcakes without sausage hashbrownother times egg white mcmuffin yolk dont totally mess order enough irritate make sure thoroughly check order ever pick food,reason every time order food either app drive always manage order wrong today gave hotcake without sausage hashbrownother time egg white mcmuffin yolk dont totally mess order enough irritate make sure thoroughly check order ever pick food,-0.03500000000000001,0.4927777777777777
75,For some odd reason this McDonald's is OK in the mornings(when it wants to be) & like horrible at nights. Tonight I had to write this review in hopes that maybe I'll see a change. Tonight I ordered a McChicken (which surprisingly tasted Freshhh) as in like it was just made. And a small coke. Once I'm done with my drink i usually eat the ice.  for some reason i has black small pieces of idk what inside my cup on the ice & everythingggg. And this isn't the first time the only reason I'm writing about it now is because I actually looked in my cup first this time. This McDonald's is the closest to me other than the one on Rodeo PLEASEEEEE get your store together so I won't have to travel out of my way.,for some odd reason this mcdonald's is ok in the mornings(when it wants to be) & like horrible at nights. tonight i had to write this review in hopes that maybe i'll see a change. tonight i ordered a mcchicken (which surprisingly tasted freshhh) as in like it was just made. and a small coke. once i'm done with my drink i usually eat the ice.  for some reason i has black small pieces of idk what inside my cup on the ice & everythingggg. and this isn't the first time the only reason i'm writing about it now is because i actually looked in my cup first this time. this mcdonald's is the closest to me other than the one on rodeo pleaseeeee get your store together so i won't have to travel out of my way.,for some odd reason this mcdonalds is ok in the morningswhen it wants to be  like horrible at nights tonight i had to write this review in hopes that maybe ill see a change tonight i ordered a mcchicken which surprisingly tasted freshhh as in like it was just made and a small coke once im done with my drink i usually eat the ice  for some reason i has black small pieces of idk what inside my cup on the ice  everythingggg and this isnt the first time the only reason im writing about it now is because i actually looked in my cup first this time this mcdonalds is the closest to me other than the one on rodeo pleaseeeee get your store together so i wont have to travel out of my way,odd reason mcdonalds ok morningswhen wants like horrible nights tonight write review hopes maybe ill see change tonight ordered mcchicken surprisingly tasted freshhh like made small coke im done drink usually eat ice reason black small pieces idk inside cup ice everythingggg isnt first time reason im writing actually looked cup first time mcdonalds closest one rodeo pleaseeeee get store together wont travel way,odd reason mcdonalds ok morningswhen wants like horrible nights tonight write review hopes maybe ill see change tonight ordered mcchicken surprisingly tasted freshhh like made small coke done drink usually eat ice reason black small pieces idk inside cup ice everythingggg isnt first time reason writing actually looked cup first time mcdonalds closest rodeo pleaseeeee store together wont travel way,odd reason mcdonalds ok morningswhen want like horrible night tonight write review hope maybe ill see change tonight ordered mcchicken surprisingly tasted freshhh like made small coke done drink usually eat ice reason black small piece idk inside cup ice everythingggg isnt first time reason writing actually looked cup first time mcdonalds closest rodeo pleaseeeee store together wont travel way,-0.07361111111111111,0.45833333333333326
76,"Okay, I know it's kind of weird that I'm writing a review for a McDonald's BUT this McDonald's is seriously the best. They have awesome customer service (everyone is so nice!) and they never mess up my order. So great! :)","okay, i know it's kind of weird that i'm writing a review for a mcdonald's but this mcdonald's is seriously the best. they have awesome customer service (everyone is so nice!) and they never mess up my order. so great! :)",okay i know its kind of weird that im writing a review for a mcdonalds but this mcdonalds is seriously the best they have awesome customer service everyone is so nice and they never mess up my order so great ,okay know kind weird im writing review mcdonalds mcdonalds seriously best awesome customer service everyone nice never mess order great,okay know kind weird writing review mcdonalds mcdonalds seriously best awesome customer service everyone nice never mess order great,okay know kind weird writing review mcdonalds mcdonalds seriously best awesome customer service everyone nice never mess order great,0.5109375,0.7031249999999999
77,"No greeting, no smiles,no thank you have a nice day.terrible attitude on both windows in drive thru.","no greeting, no smiles,no thank you have a nice day.terrible attitude on both windows in drive thru.",no greeting no smilesno thank you have a nice dayterrible attitude on both windows in drive thru,greeting smilesno thank nice dayterrible attitude windows drive thru,greeting smilesno thank nice dayterrible attitude windows drive,greeting smilesno thank nice dayterrible attitude window drive,0.6,1.0
78,"On top of the rude man honking behind us because the drive thru guy couldn't take a simple order, it kept getting worst wrong sandwiches and missing sandwich nice don't waste your time.","on top of the rude man honking behind us because the drive thru guy couldn't take a simple order, it kept getting worst wrong sandwiches and missing sandwich nice don't waste your time.",on top of the rude man honking behind us because the drive thru guy couldnt take a simple order it kept getting worst wrong sandwiches and missing sandwich nice dont waste your time,top rude man honking behind us drive thru guy couldnt take simple order kept getting worst wrong sandwiches missing sandwich nice dont waste time,top rude man honking behind us drive guy couldnt take simple order kept getting worst wrong sandwiches missing sandwich nice dont waste time,top rude man honking behind u drive guy couldnt take simple order kept getting worst wrong sandwich missing sandwich nice dont waste time,-0.16666666666666663,0.5674603174603174
79,"Love this McDonald's! I've been a customer for a while now. The service is insanely speedy -- you can tell that they really care about serving customers fast as possible -- during COVID especially. The employees personally go outside to take orders when they notice the line is too long, which is very considerate of them. During COVID, I noticed they designate different gloves for different services. They put the condiments in its own plastic baggy. The money is charged at 1st window, and food distributed at the 2nd window-- therefore there is no contact between money handlers and food handlers. (Unlike Jack in the Box where the same person who charges you, grabs the money with the gloves, touches your condiments and puts it in your bag, ew!) Enployees are nice if you are nice to them too. It's take 2. They are humans like you & I. P.S. love the site renovations... very nice look. WEAR YOUR MASKS IN THE DRIVE-THRU PLEASE! I noticed many drive thru customers without any mask on. Just bc the employees have their safety gear on, does not exempt YOU from being safe as well. Respect others they way you'd want to be respected during COVID season.","love this mcdonald's! i've been a customer for a while now. the service is insanely speedy -- you can tell that they really care about serving customers fast as possible -- during covid especially. the employees personally go outside to take orders when they notice the line is too long, which is very considerate of them. during covid, i noticed they designate different gloves for different services. they put the condiments in its own plastic baggy. the money is charged at 1st window, and food distributed at the 2nd window-- therefore there is no contact between money handlers and food handlers. (unlike jack in the box where the same person who charges you, grabs the money with the gloves, touches your condiments and puts it in your bag, ew!) enployees are nice if you are nice to them too. it's take 2. they are humans like you & i. p.s. love the site renovations... very nice look. wear your masks in the drive-thru please! i noticed many drive thru customers without any mask on. just bc the employees have their safety gear on, does not exempt you from being safe as well. respect others they way you'd want to be respected during covid season.",love this mcdonalds ive been a customer for a while now the service is insanely speedy  you can tell that they really care about serving customers fast as possible  during covid especially the employees personally go outside to take orders when they notice the line is too long which is very considerate of them during covid i noticed they designate different gloves for different services they put the condiments in its own plastic baggy the money is charged at 1st window and food distributed at the 2nd window therefore there is no contact between money handlers and food handlers unlike jack in the box where the same person who charges you grabs the money with the gloves touches your condiments and puts it in your bag ew enployees are nice if you are nice to them too its take 2 they are humans like you  i ps love the site renovations very nice look wear your masks in the drivethru please i noticed many drive thru customers without any mask on just bc the employees have their safety gear on does not exempt you from being safe as well respect others they way youd want to be respected during covid season,love mcdonalds ive customer service insanely speedy tell really care serving customers fast possible covid especially employees personally go outside take orders notice line long considerate covid noticed designate different gloves different services put condiments plastic baggy money charged 1st window food distributed 2nd window therefore contact money handlers food handlers unlike jack box person charges grabs money gloves touches condiments puts bag ew enployees nice nice take 2 humans like ps love site renovations nice look wear masks drivethru please noticed many drive thru customers without mask bc employees safety gear exempt safe well respect others way youd want respected covid season,love mcdonalds ive customer service insanely speedy really care serving customers fast possible covid especially employees personally outside take orders notice line long considerate covid noticed designate different gloves different services put condiments plastic baggy money charged 1st window food distributed 2nd window therefore contact money handlers food handlers unlike jack box person charges grabs money gloves touches condiments puts bag ew enployees nice nice take humans like ps love site renovations nice look wear masks drivethru please noticed many drive customers without mask bc employees safety gear exempt safe well respect others way youd want respected covid season,love mcdonalds ive customer service insanely speedy really care serving customer fast possible covid especially employee personally outside take order notice line long considerate covid noticed designate different glove different service put condiment plastic baggy money charged 1st window food distributed 2nd window therefore contact money handler food handler unlike jack box person charge grab money glove touch condiment put bag ew enployees nice nice take human like p love site renovation nice look wear mask drivethru please noticed many drive customer without mask bc employee safety gear exempt safe well respect others way youd want respected covid season,0.175,0.5972222222222222
80,"Total waste of time.Came here for the sauce waited 5 hours in the sun,for Nothing!No one was organized, employees were all dumbfounded and had no clue what to do.Hate you guys for wasting my time and kids.Learn how to run a business and make things run smoothly.","total waste of time.came here for the sauce waited 5 hours in the sun,for nothing!no one was organized, employees were all dumbfounded and had no clue what to do.hate you guys for wasting my time and kids.learn how to run a business and make things run smoothly.",total waste of timecame here for the sauce waited 5 hours in the sunfor nothingno one was organized employees were all dumbfounded and had no clue what to dohate you guys for wasting my time and kidslearn how to run a business and make things run smoothly,total waste timecame sauce waited 5 hours sunfor nothingno one organized employees dumbfounded clue dohate guys wasting time kidslearn run business make things run smoothly,total waste timecame sauce waited 5 hours sunfor nothingno organized employees dumbfounded clue dohate guys wasting time kidslearn run business make things run smoothly,total waste timecame sauce waited 5 hour sunfor nothingno organized employee dumbfounded clue dohate guy wasting time kidslearn run business make thing run smoothly,0.06666666666666667,0.4166666666666667
81,"I stop by here pretty frequently because I work in the area from time to time. I'll admit that I like McDonald's breakfast sandwiches and I love their coffee. This particular location makes me regret stopping almost every time I do. The employees here have little concept of friendly service and argue at the drop of a hat. Example: the were advertising a new breakfast meal on their screens and when I asked for it, they told me it didn't exist. When I pointed to the screen they were completely baffled and told me I couldn't get it. I ordered something else, but was disappointed in my experience. Again. Please learn to be customer friendly.","i stop by here pretty frequently because i work in the area from time to time. i'll admit that i like mcdonald's breakfast sandwiches and i love their coffee. this particular location makes me regret stopping almost every time i do. the employees here have little concept of friendly service and argue at the drop of a hat. example: the were advertising a new breakfast meal on their screens and when i asked for it, they told me it didn't exist. when i pointed to the screen they were completely baffled and told me i couldn't get it. i ordered something else, but was disappointed in my experience. again. please learn to be customer friendly.",i stop by here pretty frequently because i work in the area from time to time ill admit that i like mcdonalds breakfast sandwiches and i love their coffee this particular location makes me regret stopping almost every time i do the employees here have little concept of friendly service and argue at the drop of a hat example the were advertising a new breakfast meal on their screens and when i asked for it they told me it didnt exist when i pointed to the screen they were completely baffled and told me i couldnt get it i ordered something else but was disappointed in my experience again please learn to be customer friendly,stop pretty frequently work area time time ill admit like mcdonalds breakfast sandwiches love coffee particular location makes regret stopping almost every time employees little concept friendly service argue drop hat example advertising new breakfast meal screens asked told didnt exist pointed screen completely baffled told couldnt get ordered something else disappointed experience please learn customer friendly,stop pretty frequently work area time time ill admit like mcdonalds breakfast sandwiches love coffee particular location makes regret stopping almost every time employees little concept friendly service argue drop hat example advertising new breakfast meal screens asked told didnt exist pointed screen completely baffled told couldnt ordered something else disappointed experience please learn customer friendly,stop pretty frequently work area time time ill admit like mcdonalds breakfast sandwich love coffee particular location make regret stopping almost every time employee little concept friendly service argue drop hat example advertising new breakfast meal screen asked told didnt exist pointed screen completely baffled told couldnt ordered something else disappointed experience please learn customer friendly,0.05141184573002754,0.5761707988980717
82,Nice clean restaurant and the staff was very nice and helpful didn't have to wait for a long time for my order as opposed to other McDonald's restaurants.,nice clean restaurant and the staff was very nice and helpful didn't have to wait for a long time for my order as opposed to other mcdonald's restaurants.,nice clean restaurant and the staff was very nice and helpful didnt have to wait for a long time for my order as opposed to other mcdonalds restaurants,nice clean restaurant staff nice helpful didnt wait long time order opposed mcdonalds restaurants,nice clean restaurant staff nice helpful didnt wait long time order opposed mcdonalds restaurants,nice clean restaurant staff nice helpful didnt wait long time order opposed mcdonalds restaurant,0.37916666666666665,0.775
83,Slow af ended up here because chipotle was out of everything. Ordered a oatmeal that took over 15 min! Don't come here at night the service is awful!,slow af ended up here because chipotle was out of everything. ordered a oatmeal that took over 15 min! don't come here at night the service is awful!,slow af ended up here because chipotle was out of everything ordered a oatmeal that took over 15 min dont come here at night the service is awful,slow af ended chipotle everything ordered oatmeal took 15 min dont come night service awful,slow af ended chipotle everything ordered oatmeal took 15 min dont come night service awful,slow af ended chipotle everything ordered oatmeal took 15 min dont come night service awful,-0.65,0.7
84,"I have come here consistently over the last several months, using the drive-through for breakfast. The performance of the entire staff has been outstanding each and every time -- always friendly and always efficient. (If more McDonald's operated this way, the entire company and attitudes toward it could change.)","i have come here consistently over the last several months, using the drive-through for breakfast. the performance of the entire staff has been outstanding each and every time -- always friendly and always efficient. (if more mcdonald's operated this way, the entire company and attitudes toward it could change.)",i have come here consistently over the last several months using the drivethrough for breakfast the performance of the entire staff has been outstanding each and every time  always friendly and always efficient if more mcdonalds operated this way the entire company and attitudes toward it could change,come consistently last several months using drivethrough breakfast performance entire staff outstanding every time always friendly always efficient mcdonalds operated way entire company attitudes toward could change,come consistently last several months using drivethrough breakfast performance entire staff outstanding every time always friendly always efficient mcdonalds operated way entire company attitudes toward could change,come consistently last several month using drivethrough breakfast performance entire staff outstanding every time always friendly always efficient mcdonalds operated way entire company attitude toward could change,0.14583333333333334,0.44861111111111107
85,"Ordered two #1's and an additional big mac. I had a couple for a free big mac but it wasn't acknowledged. I showed the cashier that this was indeed a participating location through the app on my phone but she still said no. I left, no food.","ordered two #1's and an additional big mac. i had a couple for a free big mac but it wasn't acknowledged. i showed the cashier that this was indeed a participating location through the app on my phone but she still said no. i left, no food.",ordered two 1s and an additional big mac i had a couple for a free big mac but it wasnt acknowledged i showed the cashier that this was indeed a participating location through the app on my phone but she still said no i left no food,ordered two 1s additional big mac couple free big mac wasnt acknowledged showed cashier indeed participating location app phone still said left food,ordered 1s additional big mac couple free big mac wasnt acknowledged showed cashier indeed participating location app phone still said left food,ordered 1 additional big mac couple free big mac wasnt acknowledged showed cashier indeed participating location app phone still said left food,0.1,0.25
86,This location always has problems. They are always out of something. One day I went and they didn't have the meat for a Grand daddy big mac. huh? Another day I went and the soda machine was broken meaning no sodas. That's a 1/3 of the whole meal. They always rush me through the drive way and get my order wrong or leave something out. I am now in the habit of sitting there and ripping through my whole bag to make sure i have everything before I leave. The manger I complain to is always nice and accommodating but the the actual workers are incompetent. The Mcdonald's corp needs to access this location because its a bad representation of the chain.,this location always has problems. they are always out of something. one day i went and they didn't have the meat for a grand daddy big mac. huh? another day i went and the soda machine was broken meaning no sodas. that's a 1/3 of the whole meal. they always rush me through the drive way and get my order wrong or leave something out. i am now in the habit of sitting there and ripping through my whole bag to make sure i have everything before i leave. the manger i complain to is always nice and accommodating but the the actual workers are incompetent. the mcdonald's corp needs to access this location because its a bad representation of the chain.,this location always has problems they are always out of something one day i went and they didnt have the meat for a grand daddy big mac huh another day i went and the soda machine was broken meaning no sodas thats a 13 of the whole meal they always rush me through the drive way and get my order wrong or leave something out i am now in the habit of sitting there and ripping through my whole bag to make sure i have everything before i leave the manger i complain to is always nice and accommodating but the the actual workers are incompetent the mcdonalds corp needs to access this location because its a bad representation of the chain,location always problems always something one day went didnt meat grand daddy big mac huh another day went soda machine broken meaning sodas thats 13 whole meal always rush drive way get order wrong leave something habit sitting ripping whole bag make sure everything leave manger complain always nice accommodating actual workers incompetent mcdonalds corp needs access location bad representation chain,location always problems always something day went didnt meat grand daddy big mac huh another day went soda machine broken meaning sodas thats 13 whole meal always rush drive way order wrong leave something habit sitting ripping whole bag make sure everything leave manger complain always nice accommodating actual workers incompetent mcdonalds corp needs access location bad representation chain,location always problem always something day went didnt meat grand daddy big mac huh another day went soda machine broken meaning soda thats 13 whole meal always rush drive way order wrong leave something habit sitting ripping whole bag make sure everything leave manger complain always nice accommodating actual worker incompetent mcdonalds corp need access location bad representation chain,0.0045454545454545695,0.5656565656565656
87,"I came In today on Christmas Eve and we know how hectic it can be with every other place being closed. Despite how long the line was a very educated and smiley cashier by the name of Jennifer assisted me . She was very helpful in helping me decide on the values of the day and also very friendly in assisting me no matter how complicated I am as a customer. You guys have to continue hiring great personalities like Jennifer , she's a rock star !","i came in today on christmas eve and we know how hectic it can be with every other place being closed. despite how long the line was a very educated and smiley cashier by the name of jennifer assisted me . she was very helpful in helping me decide on the values of the day and also very friendly in assisting me no matter how complicated i am as a customer. you guys have to continue hiring great personalities like jennifer , she's a rock star !",i came in today on christmas eve and we know how hectic it can be with every other place being closed despite how long the line was a very educated and smiley cashier by the name of jennifer assisted me  she was very helpful in helping me decide on the values of the day and also very friendly in assisting me no matter how complicated i am as a customer you guys have to continue hiring great personalities like jennifer  shes a rock star ,came today christmas eve know hectic every place closed despite long line educated smiley cashier name jennifer assisted helpful helping decide values day also friendly assisting matter complicated customer guys continue hiring great personalities like jennifer shes rock star,came today christmas eve know hectic every place closed despite long line educated smiley cashier name jennifer assisted helpful helping decide values day also friendly assisting matter complicated customer guys continue hiring great personalities like jennifer shes rock star,came today christmas eve know hectic every place closed despite long line educated smiley cashier name jennifer assisted helpful helping decide value day also friendly assisting matter complicated customer guy continue hiring great personality like jennifer shes rock star,0.10500000000000001,0.55
88,"This McDonalds is definitely now one of my favorites after coming by today. The wait wasnt as quick as it usually is but there was a longer line. When I received my food, I was extremely satisfied! Not only was the food really good, it was done neatly and looked straight from a commercial. Kudos Mcdonalds, things are getting better!","this mcdonalds is definitely now one of my favorites after coming by today. the wait wasnt as quick as it usually is but there was a longer line. when i received my food, i was extremely satisfied! not only was the food really good, it was done neatly and looked straight from a commercial. kudos mcdonalds, things are getting better!",this mcdonalds is definitely now one of my favorites after coming by today the wait wasnt as quick as it usually is but there was a longer line when i received my food i was extremely satisfied not only was the food really good it was done neatly and looked straight from a commercial kudos mcdonalds things are getting better,mcdonalds definitely one favorites coming today wait wasnt quick usually longer line received food extremely satisfied food really good done neatly looked straight commercial kudos mcdonalds things getting better,mcdonalds definitely favorites coming today wait wasnt quick usually longer line received food extremely satisfied food really good done neatly looked straight commercial kudos mcdonalds things getting better,mcdonalds definitely favorite coming today wait wasnt quick usually longer line received food extremely satisfied food really good done neatly looked straight commercial kudos mcdonalds thing getting better,0.3104166666666667,0.53125
89,I have not encountered any hassle with this place. I only use drive thru to get some coffee and oatmeal in the morning. Fast and English-speaking staff.,i have not encountered any hassle with this place. i only use drive thru to get some coffee and oatmeal in the morning. fast and english-speaking staff.,i have not encountered any hassle with this place i only use drive thru to get some coffee and oatmeal in the morning fast and englishspeaking staff,encountered hassle place use drive thru get coffee oatmeal morning fast englishspeaking staff,encountered hassle place use drive coffee oatmeal morning fast englishspeaking staff,encountered hassle place use drive coffee oatmeal morning fast englishspeaking staff,0.2,0.6
90,This McDonald's is so slow and unorganized....I never been to a slower McDonald's like this one it took me nearly 15 minutes for one order never go in the morning lol,this mcdonald's is so slow and unorganized....i never been to a slower mcdonald's like this one it took me nearly 15 minutes for one order never go in the morning lol,this mcdonalds is so slow and unorganizedi never been to a slower mcdonalds like this one it took me nearly 15 minutes for one order never go in the morning lol,mcdonalds slow unorganizedi never slower mcdonalds like one took nearly 15 minutes one order never go morning lol,mcdonalds slow unorganizedi never slower mcdonalds like took nearly 15 minutes order never morning lol,mcdonalds slow unorganizedi never slower mcdonalds like took nearly 15 minute order never morning lol,0.19999999999999998,0.5
91,"Stopped by on May 27 a Saturday morning 6:21am. I ordered two hashbrown and one iced FrVn. Hashbrown was cold, so I asked for fresh hashbrown. The lady screamed at me 4 minutes, can you wait. I said yes. Thought maybe she was having a bad morning. Another lady brought the food out to me. WOW!!! The brown bag was dripping with grease!!!! She re-cooked the previous hashbrown. The supervisor/ lead on duty  Nancy was not helpful. I asked for her supervisor name and number. She gave me Angie Cabrella. I called and left two messages, still no nothing.","stopped by on may 27 a saturday morning 6:21am. i ordered two hashbrown and one iced frvn. hashbrown was cold, so i asked for fresh hashbrown. the lady screamed at me 4 minutes, can you wait. i said yes. thought maybe she was having a bad morning. another lady brought the food out to me. wow!!! the brown bag was dripping with grease!!!! she re-cooked the previous hashbrown. the supervisor/ lead on duty  nancy was not helpful. i asked for her supervisor name and number. she gave me angie cabrella. i called and left two messages, still no nothing.",stopped by on may 27 a saturday morning 621am i ordered two hashbrown and one iced frvn hashbrown was cold so i asked for fresh hashbrown the lady screamed at me 4 minutes can you wait i said yes thought maybe she was having a bad morning another lady brought the food out to me wow the brown bag was dripping with grease she recooked the previous hashbrown the supervisor lead on duty  nancy was not helpful i asked for her supervisor name and number she gave me angie cabrella i called and left two messages still no nothing,stopped may 27 saturday morning 621am ordered two hashbrown one iced frvn hashbrown cold asked fresh hashbrown lady screamed 4 minutes wait said yes thought maybe bad morning another lady brought food wow brown bag dripping grease recooked previous hashbrown supervisor lead duty nancy helpful asked supervisor name number gave angie cabrella called left two messages still nothing,stopped may 27 saturday morning 621am ordered hashbrown iced frvn hashbrown cold asked fresh hashbrown lady screamed 4 minutes wait said yes thought maybe bad morning another lady brought food wow brown bag dripping grease recooked previous hashbrown supervisor lead duty nancy helpful asked supervisor name number gave angie cabrella called left messages still nothing,stopped may 27 saturday morning 621am ordered hashbrown iced frvn hashbrown cold asked fresh hashbrown lady screamed 4 minute wait said yes thought maybe bad morning another lady brought food wow brown bag dripping grease recooked previous hashbrown supervisor lead duty nancy helpful asked supervisor name number gave angie cabrella called left message still nothing,-0.17777777777777773,0.5555555555555555
92,My friend and I were traveling from the Hollywood area back to the South Bay when we had to make a restroom pit stop ASAP. If you know La Brea you know there are not very many places to choose from that are safe & clean. I observed what looked like a new McDonalds so we stopped. We walked in to find a very clean McDonalds with a very modern look. This McDonalds had flat screen televisions playing a McDonalds TV channel. I did not know McDonalds had their own television channel but I guess they do. Everything in this McDonalds looked new and the bathrooms were clean. I would never EVER eat at a McDonalds but if you are in need of a bathroom that is clean and does not smell like a homeless person this might be your go to spot.,my friend and i were traveling from the hollywood area back to the south bay when we had to make a restroom pit stop asap. if you know la brea you know there are not very many places to choose from that are safe & clean. i observed what looked like a new mcdonalds so we stopped. we walked in to find a very clean mcdonalds with a very modern look. this mcdonalds had flat screen televisions playing a mcdonalds tv channel. i did not know mcdonalds had their own television channel but i guess they do. everything in this mcdonalds looked new and the bathrooms were clean. i would never ever eat at a mcdonalds but if you are in need of a bathroom that is clean and does not smell like a homeless person this might be your go to spot.,my friend and i were traveling from the hollywood area back to the south bay when we had to make a restroom pit stop asap if you know la brea you know there are not very many places to choose from that are safe  clean i observed what looked like a new mcdonalds so we stopped we walked in to find a very clean mcdonalds with a very modern look this mcdonalds had flat screen televisions playing a mcdonalds tv channel i did not know mcdonalds had their own television channel but i guess they do everything in this mcdonalds looked new and the bathrooms were clean i would never ever eat at a mcdonalds but if you are in need of a bathroom that is clean and does not smell like a homeless person this might be your go to spot,friend traveling hollywood area back south bay make restroom pit stop asap know la brea know many places choose safe clean observed looked like new mcdonalds stopped walked find clean mcdonalds modern look mcdonalds flat screen televisions playing mcdonalds tv channel know mcdonalds television channel guess everything mcdonalds looked new bathrooms clean would never ever eat mcdonalds need bathroom clean smell like homeless person might go spot,friend traveling hollywood area back south bay make restroom pit stop asap know la brea know many places choose safe clean observed looked like new mcdonalds stopped walked find clean mcdonalds modern look mcdonalds flat screen televisions playing mcdonalds tv channel know mcdonalds television channel guess everything mcdonalds looked new bathrooms clean would never ever eat mcdonalds need bathroom clean smell like homeless person might spot,friend traveling hollywood area back south bay make restroom pit stop asap know la brea know many place choose safe clean observed looked like new mcdonalds stopped walked find clean mcdonalds modern look mcdonalds flat screen television playing mcdonalds tv channel know mcdonalds television channel guess everything mcdonalds looked new bathroom clean would never ever eat mcdonalds need bathroom clean smell like homeless person might spot,0.2649449035812672,0.4667355371900827
93,"Service is beyond slow, im in drive thru and all i see are employees talking doing nothing. Takes 15 min to get my order even though theres no customers.","service is beyond slow, im in drive thru and all i see are employees talking doing nothing. takes 15 min to get my order even though theres no customers.",service is beyond slow im in drive thru and all i see are employees talking doing nothing takes 15 min to get my order even though theres no customers,service beyond slow im drive thru see employees talking nothing takes 15 min get order even though theres customers,service beyond slow drive see employees talking nothing takes 15 min order even though theres customers,service beyond slow drive see employee talking nothing take 15 min order even though there customer,-0.30000000000000004,0.39999999999999997
94,Not good with uber eats everytime I order I don't get what I order...and to make it worse I pay for something I didn't got,not good with uber eats everytime i order i don't get what i order...and to make it worse i pay for something i didn't got,not good with uber eats everytime i order i dont get what i orderand to make it worse i pay for something i didnt got,good uber eats everytime order dont get orderand make worse pay something didnt got,good uber eats everytime order dont orderand make worse pay something didnt got,good uber eats everytime order dont orderand make worse pay something didnt got,0.14999999999999997,0.6000000000000001
95,"So I'm driving down LaBrea at 12:30am, heading home from nearly 7 hours in a recording studio. I'm kind of wishing I hadn't just zoomed past the taco truck at Olympic, because I'm feeling a bit peckish. But I know there is fast food up ahead. McD's on the right, BK on the left. BK would require 2 left turns. So McD's it is.This review is strictly for the most amazing Filet of Fish I've had in years. Y'all can have your QPC, I don't care. I love me some FoF. But so often, the FoF is a mere shadow of its former glory. Tepid, dry, and just not right. But not this one. Tonight (this morning?) it is hot, fresh, moist, and stick to the roof of my mouth goodness. Mmmm mmmm.That's it. I'm a man of simple pleasures. I don't ask much.","so i'm driving down labrea at 12:30am, heading home from nearly 7 hours in a recording studio. i'm kind of wishing i hadn't just zoomed past the taco truck at olympic, because i'm feeling a bit peckish. but i know there is fast food up ahead. mcd's on the right, bk on the left. bk would require 2 left turns. so mcd's it is.this review is strictly for the most amazing filet of fish i've had in years. y'all can have your qpc, i don't care. i love me some fof. but so often, the fof is a mere shadow of its former glory. tepid, dry, and just not right. but not this one. tonight (this morning?) it is hot, fresh, moist, and stick to the roof of my mouth goodness. mmmm mmmm.that's it. i'm a man of simple pleasures. i don't ask much.",so im driving down labrea at 1230am heading home from nearly 7 hours in a recording studio im kind of wishing i hadnt just zoomed past the taco truck at olympic because im feeling a bit peckish but i know there is fast food up ahead mcds on the right bk on the left bk would require 2 left turns so mcds it isthis review is strictly for the most amazing filet of fish ive had in years yall can have your qpc i dont care i love me some fof but so often the fof is a mere shadow of its former glory tepid dry and just not right but not this one tonight this morning it is hot fresh moist and stick to the roof of my mouth goodness mmmm mmmmthats it im a man of simple pleasures i dont ask much,im driving labrea 1230am heading home nearly 7 hours recording studio im kind wishing hadnt zoomed past taco truck olympic im feeling bit peckish know fast food ahead mcds right bk left bk would require 2 left turns mcds isthis review strictly amazing filet fish ive years yall qpc dont care love fof often fof mere shadow former glory tepid dry right one tonight morning hot fresh moist stick roof mouth goodness mmmm mmmmthats im man simple pleasures dont ask much,driving labrea 1230am heading home nearly 7 hours recording studio kind wishing hadnt zoomed past taco truck olympic feeling bit peckish know fast food ahead mcds right bk left bk would require left turns mcds isthis review strictly amazing filet fish ive years yall qpc dont care love fof often fof mere shadow former glory tepid dry right tonight morning hot fresh moist stick roof mouth goodness mmmm mmmmthats man simple pleasures dont ask much,driving labrea 1230am heading home nearly 7 hour recording studio kind wishing hadnt zoomed past taco truck olympic feeling bit peckish know fast food ahead mcds right bk left bk would require left turn mcds isthis review strictly amazing filet fish ive year yall qpc dont care love fof often fof mere shadow former glory tepid dry right tonight morning hot fresh moist stick roof mouth goodness mmmm mmmmthats man simple pleasure dont ask much,0.1473389355742297,0.45462184873949574
